organism,mol_type,isolate,isolation_source,host,db_xref,country,date,strain,file,accession,collected_by,note,lat_lon,clone,chromosome,identified_by,lab_host,md5sum,file_name,guid,file_size
Severe acute respiratory syndrome coronavirus 2,genomic RNA,SARS-CoV-2/human/USA/WA-UW261/2020,,Homo sapiens,taxon:2697049,USA,2020-03-16,SARS-CoV-2/human/USA/WA-UW261/2020-MT259253.gb,MT259253.gb,MT259253,,,,,,,,23f1d82d401b19cf015fa1d166d3551e,MT259253.gb,dg.63D5/3eb6af45-1238-43ab-83f4-01bb32fbc7f8,55884
Severe acute respiratory syndrome coronavirus 2,genomic RNA,SARS-CoV-2/human/USA/WA-UW-1840/2020,NP/OP swab,Homo sapiens,taxon:2697049,USA,2020-03-23,SARS-CoV-2/human/USA/WA-UW-1840/2020-MT326088.gb,MT326088.gb,MT326088,,,,,,,,df798ffad81efb7db5a28bec5eafda75,MT326088.gb,dg.63D5/04ceab0f-d791-4dd6-a7f3-5cb1386279d6,65965
Severe acute respiratory syndrome coronavirus 2,genomic RNA,SARS-CoV-2/human/USA/UT-00884/2020,,Homo sapiens,taxon:2697049,USA,2020-04-06,SARS-CoV-2/human/USA/UT-00884/2020-MT444593.gb,MT444593.gb,MT444593,,,,,,,,30f3051a41cafc15bd4db79a6a89d374,MT444593.gb,dg.63D5/12d9deef-8665-400d-83ff-aaaf68c68711,66221
Severe acute respiratory syndrome coronavirus 2,genomic RNA,SARS-CoV-2/human/USA/UT-00971/2020,,Homo sapiens,taxon:2697049,USA,2020-04-08,SARS-CoV-2/human/USA/UT-00971/2020-MT444602.gb,MT444602.gb,MT444602,,,,,,,,1a9af9d1b81f5372c34781fefe190386,MT444602.gb,dg.63D5/9a2da80e-d3ef-4a4e-b0ca-1b2201e8cd49,66212
Severe acute respiratory syndrome coronavirus 2,genomic RNA,SARS-CoV-2/human/USA/CA-CZB-59X003/2020,nasopharyngeal/oropharyngeal swab,Homo sapiens,taxon:2697049,USA,2020-03-31,SARS-CoV-2/human/USA/CA-CZB-59X003/2020-MT394531.gb,MT394531.gb,MT394531,,,,,,,,5389b8fbbfd5e91bdb2d54279f3c5e6a,MT394531.gb,dg.63D5/1de07745-aa5b-48f8-a9fd-b939d2fecc6c,65994
Severe acute respiratory syndrome coronavirus 2,genomic RNA,SARS-CoV-2/human/USA/AZ-CDC-1911/2020,nasopharyngeal swab,Homo sapiens,taxon:2697049,USA,2020-03-13,SARS-CoV-2/human/USA/AZ-CDC-1911/2020-MT512446.gb,MT512446.gb,MT512446,,,,,,,,6b3541266ee9b410bc3213b6e763444c,MT512446.gb,dg.63D5/b6084b63-90f8-4b74-9bd7-8cf484b557a5,66204
Severe acute respiratory syndrome coronavirus 2,genomic RNA,SARS-CoV-2/human/USA/CA-CZB-EX00700/2020,nasopharyngeal/oropharyngeal swab,Homo sapiens,taxon:2697049,USA,2020-03-23,SARS-CoV-2/human/USA/CA-CZB-EX00700/2020-MT385494.gb,MT385494.gb,MT385494,,,,,,,,e83839c853ade1b6996bec7a2617b973,MT385494.gb,dg.63D5/b5fff4c5-4ec0-4d6f-a89f-2e2af5a603b4,66276
Severe acute respiratory syndrome coronavirus 2,genomic RNA,SARS-CoV-2/human/USAWA-UW465/2020,,Homo sapiens,taxon:2697049,USA,2020-03-29,SARS-CoV-2/human/USAWA-UW465/2020-MT293224.gb,MT293224.gb,MT293224,,,,,,,,4151c9000828033158c1b8d42c10e098,MT293224.gb,dg.63D5/bcbdfb36-52b9-49bb-9a1a-0ec9c911e0ac,65893
Severe acute respiratory syndrome coronavirus 2,genomic RNA,SARS-CoV-2/human/USA/CA-CZB-1160/2020,Nasopharyngeal/oropharyngeal swab,Homo sapiens,taxon:2697049,USA,2020-04-26,SARS-CoV-2/human/USA/CA-CZB-1160/2020-MT533216.gb,MT533216.gb,MT533216,,,,,,,,f55b38a5934ff10901448f6dd7c71652,MT533216.gb,dg.63D5/83be22aa-64b9-4932-930b-7e1df8b96503,66438
Severe acute respiratory syndrome coronavirus 2,genomic RNA,SARS-CoV-2/human/USA/MA_MGH_00145/2020,nasopharyngeal swab,Homo sapiens,taxon:2697049,USA,2020-03-26,SARS-CoV-2/human/USA/MA_MGH_00145/2020-MT520245.gb,MT520245.gb,MT520245,Massachusetts General Hospital,,,,,,,4b48948dd1b68f4e6b176b66b71aee02,MT520245.gb,dg.63D5/b1164923-74fe-4681-95bb-3975ffb03f00,67564
Severe acute respiratory syndrome coronavirus 2,genomic RNA,SARS-CoV-2/human/USA/UT-00105/2020,,Homo sapiens,taxon:2697049,USA,2020-03-12,SARS-CoV-2/human/USA/UT-00105/2020-MT444560.gb,MT444560.gb,MT444560,,,,,,,,bce8dcf478a25ede34462b7b64a1e43f,MT444560.gb,dg.63D5/4c6c785d-3d28-43af-8544-fc20c8add209,67599
Severe acute respiratory syndrome coronavirus 2,genomic RNA,SARS-CoV-2/human/GRC/237_31890/2020,,Homo sapiens,taxon:2697049,Greece,2020-03-08,SARS-CoV-2/human/GRC/237_31890/2020-MT459900.gb,MT459900.gb,MT459900,,,,,,,,257040cda89e35bac276996b1da2207e,MT459900.gb,dg.63D5/9d601559-e28f-4426-a001-459ef75f8283,66105
Severe acute respiratory syndrome coronavirus 2,genomic RNA,SARS-CoV-2/human/USA/CA-CZB-1018/2020,nasopharyngeal/oropharyngeal swab,Homo sapiens,taxon:2697049,USA,2020-04-22,SARS-CoV-2/human/USA/CA-CZB-1018/2020-MT438736.gb,MT438736.gb,MT438736,,,,,,,,774b46bf7520b47a4ad18c43d7e0aa89,MT438736.gb,dg.63D5/6d267a38-0775-449a-8d08-bc337805b6f6,65933
Severe acute respiratory syndrome coronavirus 2,genomic RNA,SARS-CoV-2/human/USA/MA_MGH_00474/2020,nasopharyngeal swab,Homo sapiens,taxon:2697049,USA,2020-04-04,SARS-CoV-2/human/USA/MA_MGH_00474/2020-MT520305.gb,MT520305.gb,MT520305,Massachusetts General Hospital,,,,,,,e8372aba73cd19957d15f69ec9edcb33,MT520305.gb,dg.63D5/09ab755b-7fe0-49f0-9d3e-ed37ef9db875,67542
Severe acute respiratory syndrome coronavirus 2,genomic RNA,SARS-CoV-2/human/USA/VA-DCLS-0045/2020,,Homo sapiens,taxon:2697049,USA,2020-03-01,SARS-CoV-2/human/USA/VA-DCLS-0045/2020-MT322423.gb,MT322423.gb,MT322423,,EPI_ISL_420026,,,,,,7a399115de68488fb3889dd3af1333f8,MT322423.gb,dg.63D5/999af76a-0d50-4404-8ea1-9b62594bcd3a,66028
Severe acute respiratory syndrome coronavirus 2,genomic RNA,SARS-CoV-2/human/GRC/38_36178/2020,,Homo sapiens,taxon:2697049,Greece,2020-03-23,SARS-CoV-2/human/GRC/38_36178/2020-MT459840.gb,MT459840.gb,MT459840,,,,,,,,a008697de44eb9b496c4bee212f46652,MT459840.gb,dg.63D5/5e04fdc8-a36c-43bf-a509-b21c19ea600e,66103
Severe acute respiratory syndrome coronavirus 2,genomic RNA,SARS-CoV-2/Human/USA/UT-00350/2020,,Homo sapiens,taxon:2697049,USA,2020-03-26,SARS-CoV-2/Human/USA/UT-00350/2020-MT535478.gb,MT535478.gb,MT535478,,,,,,,,8d505ae27d8590c454cb39e98932fd67,MT535478.gb,dg.63D5/60e153de-5873-4c75-8963-6a67c878275a,66361
Severe acute respiratory syndrome coronavirus 2,genomic RNA,SARS-CoV-2/human/USA/CA-CZB-IX00156/2020,nasopharyngeal/oropharyngeal swab,Homo sapiens,taxon:2697049,USA,2020-04-08,SARS-CoV-2/human/USA/CA-CZB-IX00156/2020-MT385467.gb,MT385467.gb,MT385467,,,,,,,,b11613037e529bf9fcd1a7c148cc7ef8,MT385467.gb,dg.63D5/58a76084-9306-4c85-9402-1521f5ba2e81,65911
Severe acute respiratory syndrome coronavirus 2,genomic RNA,SARS-CoV-2/human/USA/WA-UW185/2020,,Homo sapiens,taxon:2697049,USA,2020-03-14,SARS-CoV-2/human/USA/WA-UW185/2020-MT252717.gb,MT252717.gb,MT252717,,,,,,,,e20857d2681f97c2bf11c450fa0cceae,MT252717.gb,dg.63D5/000f2e28-702b-498c-a75f-99297dbef807,65888
Severe acute respiratory syndrome coronavirus 2,genomic RNA,SARS-CoV-2/human/USA/ID-UW-4308/2020,NP/OP swab,Homo sapiens,taxon:2697049,USA,2020-03-30,SARS-CoV-2/human/USA/ID-UW-4308/2020-MT461628.gb,MT461628.gb,MT461628,,,,,,,,dc0915bedf9519a69f6f8c456eb5bc0f,MT461628.gb,dg.63D5/07778c7c-a262-4505-890a-306cd7e147e4,66040
Severe acute respiratory syndrome coronavirus 2,genomic RNA,SARS-CoV-2/human/USA/FL-BPHL-0035/2020,,Homo sapiens,taxon:2697049,USA,2020-04-16,SARS-CoV-2/human/USA/FL-BPHL-0035/2020-MT507008.gb,MT507008.gb,MT507008,,,,,,,,45f8def64270cf42734ce6c51509bfea,MT507008.gb,dg.63D5/8ca7342f-a791-4028-a546-6beab825e17b,66875
Severe acute respiratory syndrome coronavirus 2,genomic RNA,SARS-CoV-2/human/USA/UT-00098/2020,,Homo sapiens,taxon:2697049,USA,2020-03-14,SARS-CoV-2/human/USA/UT-00098/2020-MT444531.gb,MT444531.gb,MT444531,,,,,,,,d78c6537e41895e43ccb82d79f244a12,MT444531.gb,dg.63D5/97af3b53-c7d6-4801-a230-ce1d9d9e603c,66343
Severe acute respiratory syndrome coronavirus 2,genomic RNA,SARS-CoV-2/human/USA/MA_MGH_00651/2020,nasopharyngeal swab,Homo sapiens,taxon:2697049,USA,2020-04-02,SARS-CoV-2/human/USA/MA_MGH_00651/2020-MT520214.gb,MT520214.gb,MT520214,Massachusetts General Hospital,,,,,,,bcac65ce26639f8fcf770a7489c09ed4,MT520214.gb,dg.63D5/c31ed832-0a11-40c0-ab1b-1eef815dfb45,67534
Severe acute respiratory syndrome coronavirus 2,genomic RNA,SARS-CoV-2/human/USA/MA_MGH_00485/2020,nasopharyngeal swab,Homo sapiens,taxon:2697049,USA,2020-03-27,SARS-CoV-2/human/USA/MA_MGH_00485/2020-MT520185.gb,MT520185.gb,MT520185,Massachusetts General Hospital,,,,,,,25959b392cef70527a778efc8bc64c93,MT520185.gb,dg.63D5/953e5e03-b67b-4702-a625-9b51d7328a37,67417
Severe acute respiratory syndrome coronavirus 2,genomic RNA,SARS-CoV-2/human/USA/NY-PV09090/2020,nasal swab,Homo sapiens,taxon:2697049,USA,2020-03-19,SARS-CoV-2/human/USA/NY-PV09090/2020-MT371026.gb,MT371026.gb,MT371026,,passage_history: sequence was derived directly from the original sample material,,,,,,9db6503220f44fce77120df95aa6b679,MT371026.gb,dg.63D5/84460cf4-9dc4-4ca8-b65c-32f16a7fde09,66829
Severe acute respiratory syndrome coronavirus 2,genomic RNA,SARS-CoV-2/human/USA/MI-MDHHS-SC20384/2020,,Homo sapiens,taxon:2697049,USA,2020-03-24,SARS-CoV-2/human/USA/MI-MDHHS-SC20384/2020-MT506224.gb,MT506224.gb,MT506224,,,,,,,,b485de1f1281e0f637be145832764540,MT506224.gb,dg.63D5/fd154aa0-bd30-4e79-8238-1880392c0cb3,66676
Severe acute respiratory syndrome coronavirus 2,genomic RNA,SARS-CoV-2/human/USA/MA_MGH_00597/2020,nasopharyngeal swab,Homo sapiens,taxon:2697049,USA,2020-03-28,SARS-CoV-2/human/USA/MA_MGH_00597/2020-MT520354.gb,MT520354.gb,MT520354,Massachusetts General Hospital,,,,,,,4071e10c6fa790e49108ecc8b780fcdb,MT520354.gb,dg.63D5/d3831a7d-6e56-4ebc-9556-f6a705ada8ba,67882
Severe acute respiratory syndrome coronavirus 2,genomic RNA,SARS-CoV-2/human/USA/WA-UW128/2020,,Homo sapiens,taxon:2697049,USA,2020-03-12,SARS-CoV-2/human/USA/WA-UW128/2020-MT252746.gb,MT252746.gb,MT252746,,,,,,,,4a13a772c53daca41e77e1de9415046d,MT252746.gb,dg.63D5/bb952bfe-b77c-4973-9734-a6841d0a405d,65921
Severe acute respiratory syndrome coronavirus 2,genomic RNA,SARS-CoV-2/human/USA/CA-CZB-IX00016/2020,nasopharyngeal/oropharyngeal swab,Homo sapiens,taxon:2697049,USA,2020-03-25,SARS-CoV-2/human/USA/CA-CZB-IX00016/2020-MT385436.gb,MT385436.gb,MT385436,,,,,,,,e3d12bdaab721d2b27d89d0308c9f625,MT385436.gb,dg.63D5/b06dafde-b0bc-47a0-9d64-d73b699e32f2,65981
Severe acute respiratory syndrome coronavirus 2,genomic RNA,SARS-CoV-2/human/AUS/VIC722/2020,,Homo sapiens,taxon:2697049,Australia,2020-03-29,SARS-CoV-2/human/AUS/VIC722/2020-MT451502.gb,MT451502.gb,MT451502,,,,,,,,ce32cbbb108bda46ee9fe1c57f7b62af,MT451502.gb,dg.63D5/4e56090e-a8ac-4746-b9ef-3a4b455f572e,67263
Severe acute respiratory syndrome coronavirus 2,genomic RNA,SARS-CoV-2/human/AUS/VIC1012/2020,,Homo sapiens,taxon:2697049,Australia,2020-04-01,SARS-CoV-2/human/AUS/VIC1012/2020-MT451693.gb,MT451693.gb,MT451693,,,,,,,,d9b3441850790ce080848ed9278c1401,MT451693.gb,dg.63D5/8b71701e-811c-4279-9d13-8f0379b3ab47,67275
Severe acute respiratory syndrome coronavirus 2,genomic RNA,SARS-CoV-2/human/USA/WA-UW-2087/2020,,Homo sapiens,taxon:2697049,USA,2020-03-25,SARS-CoV-2/human/USA/WA-UW-2087/2020-MT345806.gb,MT345806.gb,MT345806,,,,,,,,fd6470f39044e440e7a7052a0c9a113d,MT345806.gb,dg.63D5/288053e2-26ff-405b-bb45-3cc56f332467,65964
Severe acute respiratory syndrome coronavirus 2,genomic RNA,SARS-CoV-2/human/USA/NY-PV08459/2020,nasal swab,Homo sapiens,taxon:2697049,USA,2020-03-18,SARS-CoV-2/human/USA/NY-PV08459/2020-MT370896.gb,MT370896.gb,MT370896,,passage_history: sequence was derived directly from the original sample material,,,,,,e61adde7b10914a9a68503a37b8b3c8b,MT370896.gb,dg.63D5/25ec5936-bf8b-4d51-a7a7-f3272eef8867,66985
Severe acute respiratory syndrome coronavirus 2,genomic RNA,SARS-CoV-2/human/USA/DC-HP00100/2020,nasopharyngeal swab,Homo sapiens,taxon:2697049,USA,2020-03-14,SARS-CoV-2/human/USA/DC-HP00100/2020-MT509485.gb,MT509485.gb,MT509485,,,,,,,,7ce5353561dbcb5e55ad3eac79624b4d,MT509485.gb,dg.63D5/7e733982-6797-4b5b-a4d2-7fa16f2b2596,66561
Severe acute respiratory syndrome coronavirus 2,genomic RNA,SARS-CoV-2/human/AUS/VIC639/2020,,Homo sapiens,taxon:2697049,Australia,2020-03-29,SARS-CoV-2/human/AUS/VIC639/2020-MT451442.gb,MT451442.gb,MT451442,,,,,,,,61a60f1820fe73622847285d1b46cf02,MT451442.gb,dg.63D5/a3b2799d-334b-4d5d-8da3-fa421e9854e8,66899
Severe acute respiratory syndrome coronavirus 2,genomic RNA,SARS-CoV-2/human/THA/SI200383-NT/2020,nasopharyngeal swab and throat swab,Homo sapiens,taxon:2697049,Thailand,2020-01-23,SARS-CoV-2/human/THA/SI200383-NT/2020-MT447156.gb,MT447156.gb,MT447156,,,,,,,,13b9153d198d1d13972fa6b154347812,MT447156.gb,dg.63D5/65f47aa4-d6e4-42a6-8701-30f67c4d1ddd,66406
Severe acute respiratory syndrome coronavirus 2,genomic RNA,SARS-CoV-2/human/USA/MI-MDHHS-SC20175/2020,swab,Homo sapiens,taxon:2697049,USA,2020-03-18,SARS-CoV-2/human/USA/MI-MDHHS-SC20175/2020-MT439254.gb,MT439254.gb,MT439254,,,,,,,,72a73061537eac46156e14f86eacdb42,MT439254.gb,dg.63D5/b13bd883-7927-4cee-9112-4d0b94cb047f,65969
Severe acute respiratory syndrome coronavirus 2,genomic RNA,SARS-CoV-2/human/AUS/VIC789/2020,,Homo sapiens,taxon:2697049,Australia,2020-03-31,SARS-CoV-2/human/AUS/VIC789/2020-MT451553.gb,MT451553.gb,MT451553,,,,,,,,821b75aaf636e5d6f9cf4fe1cfe34938,MT451553.gb,dg.63D5/5e8e61a7-d67c-4215-a754-8583a264672f,67357
Severe acute respiratory syndrome coronavirus 2,genomic RNA,SARS-CoV-2/human/USA/ID-UW-2198/2020,,Homo sapiens,taxon:2697049,USA,2020-03-24,SARS-CoV-2/human/USA/ID-UW-2198/2020-MT345857.gb,MT345857.gb,MT345857,,,,,,,,3f6fc0b87024fe557805a5016522ae48,MT345857.gb,dg.63D5/9d969535-d2b9-47b1-a2e8-5d25540473cb,65628
Severe acute respiratory syndrome coronavirus 2,genomic RNA,SARS-CoV-2/human/AUS/VIC604/2020,,Homo sapiens,taxon:2697049,Australia,2020-03-26,SARS-CoV-2/human/AUS/VIC604/2020-MT451413.gb,MT451413.gb,MT451413,,,,,,,,ac8641cbd52361587acbda7d92bfbde6,MT451413.gb,dg.63D5/dc45a441-014d-4c7c-8f16-c01d751b370b,67504
Severe acute respiratory syndrome coronavirus 2,genomic RNA,SARS-CoV-2/human/AUS/VIC1164/2020,,Homo sapiens,taxon:2697049,Australia,2020-04-09,SARS-CoV-2/human/AUS/VIC1164/2020-MT451782.gb,MT451782.gb,MT451782,,,,,,,,0390618ab66e4fe7b5361c31e6371a05,MT451782.gb,dg.63D5/a48cae2f-0cc1-479d-8ee3-79f4435731ba,67165
Severe acute respiratory syndrome coronavirus 2,genomic RNA,SARS-CoV-2/human/USA/NY-PV09092/2020,nasal swab,Homo sapiens,taxon:2697049,USA,2020-03-18,SARS-CoV-2/human/USA/NY-PV09092/2020-MT370987.gb,MT370987.gb,MT370987,,passage_history: sequence was derived directly from the original sample material,,,,,,3ff9762924bc1d8e32f392cccad863d5,MT370987.gb,dg.63D5/3452bdaa-07c3-4daa-9017-5ea1798c42df,66829
Severe acute respiratory syndrome coronavirus 2,genomic RNA,SARS-CoV-2/human/TUN/Tunisia_MHT_2/2020,nasal swab,Homo sapiens,taxon:2697049,Tunisia,2020-03-24,SARS-CoV-2/human/TUN/Tunisia_MHT_2/2020-MT559038.gb,MT559038.gb,MT559038,,,,,,,,64cb1daf1dfb7015d37a3ffee18047f6,MT559038.gb,dg.63D5/ca7e3d58-2e09-4744-97d3-d67c97a5af8c,65925
Severe acute respiratory syndrome coronavirus 2,genomic RNA,SARS-CoV-2/human/USA/MI-MDHHS-SC20178/2020,swab,Homo sapiens,taxon:2697049,USA,2020-03-27,SARS-CoV-2/human/USA/MI-MDHHS-SC20178/2020-MT439314.gb,MT439314.gb,MT439314,,,,,,,,2ce6e0a91d675451a27ac3b22dee782f,MT439314.gb,dg.63D5/8e433515-9caa-4c0e-93df-dc5832f682cd,65954
Severe acute respiratory syndrome coronavirus 2,genomic RNA,SARS-CoV-2/human/IND/GBRC17a/2020,,Homo sapiens,taxon:2697049,India,2020-04-26,SARS-CoV-2/human/IND/GBRC17a/2020-MT451881.gb,MT451881.gb,MT451881,,BJ22a,,,,,,67013be96cdf0743b696dcc5deded0d8,MT451881.gb,dg.63D5/23ed79e3-b870-481e-9e0c-c60d5797895d,66363
Severe acute respiratory syndrome coronavirus 2,genomic RNA,SARS-CoV-2/human/AUS/VIC920/2020,,Homo sapiens,taxon:2697049,Australia,2020-03-27,SARS-CoV-2/human/AUS/VIC920/2020-MT451631.gb,MT451631.gb,MT451631,,,,,,,,7c312163e94c274721fdaf16cdb4e039,MT451631.gb,dg.63D5/03200b1f-28a4-40ef-b4e2-773debfadfa1,67278
Severe acute respiratory syndrome coronavirus 2,genomic RNA,SARS-CoV-2/human/USA/CA-CZB-1119/2020,nasopharyngeal/oropharyngeal swab,Homo sapiens,taxon:2697049,USA,2020-04-30,SARS-CoV-2/human/USA/CA-CZB-1119/2020-MT460139.gb,MT460139.gb,MT460139,,,,,,,,0df876b28a235233ceb304810def11d6,MT460139.gb,dg.63D5/f87dde56-e0a0-4afd-8f21-27b678538dc3,65939
Severe acute respiratory syndrome coronavirus 2,genomic RNA,SARS-CoV-2/human/USA/UNC_200459/2020,nasal swab,Homo sapiens,taxon:2697049,USA,2020-04-01,SARS-CoV-2/human/USA/UNC_200459/2020-MT551604.gb,MT551604.gb,MT551604,Dirk Dittmer,,,,,,,caf17f27016e8bf30e0d05a9b0d71776,MT551604.gb,dg.63D5/f0642f4b-6142-4a1b-bf4a-e3bd77ca932e,66180
Severe acute respiratory syndrome coronavirus 2,genomic RNA,SARS-CoV-2/human/USA/NY-PV08478/2020,nasal swab,Homo sapiens,taxon:2697049,USA,2020-03-18,SARS-CoV-2/human/USA/NY-PV08478/2020-MT370834.gb,MT370834.gb,MT370834,,passage_history: sequence was derived directly from the original sample material,,,,,,44018627b0369a8c152fa1d0cd5d9658,MT370834.gb,dg.63D5/a76db640-e16c-4b43-b7b8-13a6beeaaab0,66998
Severe acute respiratory syndrome coronavirus 2,genomic RNA,SARS-CoV-2/human/USA/AK034/2020,,Homo sapiens,taxon:2697049,USA,2020-03-23,SARS-CoV-2/human/USA/AK034/2020-MT477842.gb,MT477842.gb,MT477842,,,,,,,,cd5046cc3249dc26968136fa487c74c7,MT477842.gb,dg.63D5/e03ebd50-1107-4258-b50f-e658375b877b,65945
Severe acute respiratory syndrome coronavirus 2,genomic RNA,SARS-CoV-2/human/France/10034HM/2020,,Homo sapiens,taxon:2697049,France,2020-03-01,SARS-CoV-2/human/France/10034HM/2020-MT470121.gb,MT470121.gb,MT470121,,,,,,,,eedbea62bcc68fe015a21a859283c884,MT470121.gb,dg.63D5/6166b09b-ef41-4379-b6aa-3baa472bd4c2,66387
Severe acute respiratory syndrome coronavirus 2,genomic RNA,SARS-CoV-2/human/USA/CA-CZB-1268/2020,nasopharyngeal/oropharyngeal swab,Homo sapiens,taxon:2697049,USA,2020-04-27,USA/CA-CZB-1268/2020-MT534338.gb,MT534338.gb,MT534338,,,,,,,,93436a3ff732f393d9f6c67a2bd1ac2c,MT534338.gb,dg.63D5/c9dc1ed4-ccd7-4550-ac56-9bdadc194b39,66140
Severe acute respiratory syndrome coronavirus 2,genomic RNA,SARS-CoV-2/human/USA/WA-UW353/2020,,Homo sapiens,taxon:2697049,USA,2020-03-24,SARS-CoV-2/human/USA/WA-UW353/2020-MT263433.gb,MT263433.gb,MT263433,,,,,,,,20a50c2cdef4d2d18383ba7753ad4c82,MT263433.gb,dg.63D5/0c1e6b5e-a6d2-4fda-b969-3d1a89d20560,62959
Severe acute respiratory syndrome coronavirus 2,genomic RNA,SARS-CoV-2/human/USA/NY-PV09307/2020,nasal swab,Homo sapiens,taxon:2697049,USA,2020-03-22,SARS-CoV-2/human/USA/NY-PV09307/2020-MT370974.gb,MT370974.gb,MT370974,,passage_history: sequence was derived directly from the original sample material,,,,,,93c393f6f2d79eb55d1f2653f0f7d1af,MT370974.gb,dg.63D5/43f7c593-de1c-4a50-9cee-32ef025078bd,67143
Severe acute respiratory syndrome coronavirus 2,genomic RNA,SARS-CoV-2/human/USA/MI-MDHHS-SC20208/2020,,Homo sapiens,taxon:2697049,USA,2020-03-19,SARS-CoV-2/human/USA/MI-MDHHS-SC20208/2020-MT506659.gb,MT506659.gb,MT506659,,,,,,,,1b76ec3ed30a8aed5c26df36f8ccf8af,MT506659.gb,dg.63D5/59f8e788-d1e8-4e98-8890-99cad6414568,65982
Severe acute respiratory syndrome coronavirus 2,genomic RNA,SARS-CoV-2/human/AUS/VIC1144/2020,,Homo sapiens,taxon:2697049,Australia,2020-04-08,SARS-CoV-2/human/AUS/VIC1144/2020-MT451771.gb,MT451771.gb,MT451771,,,,,,,,f8fe328c97fb7e55363ad94e92329776,MT451771.gb,dg.63D5/12ffa5eb-f2a2-485e-b3c3-bda2dfa3a85f,66851
Severe acute respiratory syndrome coronavirus 2,genomic RNA,SARS-CoV-2/human/USA/NY-PV08453/2020,nasal swab,Homo sapiens,taxon:2697049,USA,2020-03-17,SARS-CoV-2/human/USA/NY-PV08453/2020-MT370865.gb,MT370865.gb,MT370865,,passage_history: sequence was derived directly from the original sample material,,,,,,eb0f2ad60baca891303d95f3e705fde0,MT370865.gb,dg.63D5/4e517c52-0565-418f-9e40-6ecc9db9a8bf,66996
Severe acute respiratory syndrome coronavirus 2,genomic RNA,SARS-CoV-2/human/AUS/VIC969/2020,,Homo sapiens,taxon:2697049,Australia,2020-03-27,SARS-CoV-2/human/AUS/VIC969/2020-MT451660.gb,MT451660.gb,MT451660,,,,,,,,52b39c39de9bd2f9c8c96ac2498c7c01,MT451660.gb,dg.63D5/fe2634b4-48ac-41e0-b719-f3726d04c182,67336
Severe acute respiratory syndrome coronavirus 2,genomic RNA,SARS-CoV-2/human/USA/ID-UW-4462/2020,NP/OP swab,Homo sapiens,taxon:2697049,USA,2020-03-29,SARS-CoV-2/human/USA/ID-UW-4462/2020-MT358704.gb,MT358704.gb,MT358704,,,,,,,,2fe08eb6980b73bb61ceb0659483e0e9,MT358704.gb,dg.63D5/4e7c160c-a5b8-43fc-88fb-03e53510235b,65369
Severe acute respiratory syndrome coronavirus 2,genomic RNA,SARS-CoV-2/human/France/40003KA/2020,,Homo sapiens,taxon:2697049,France,2020-03-01,SARS-CoV-2/human/France/40003KA/2020-MT470170.gb,MT470170.gb,MT470170,,,,,,,,5982ca14164f2b235a1c6cca7a264261,MT470170.gb,dg.63D5/1d947a63-d5c1-47b4-9d93-4930b1a446bf,66387
Severe acute respiratory syndrome coronavirus 2,genomic RNA,SARS-CoV-2/human/USA/HI_4970/2020,nasopharyngeal swab,Homo sapiens,taxon:2697049,USA,2020-03-05,SARS-CoV-2/human/USA/HI_4970/2020-MT344948.gb,MT344948.gb,MT344948,,5' sequence is the primer sequence used,,,,,,b0452441a72eea05f39467bec9784c0d,MT344948.gb,dg.63D5/edf67b33-4c0b-4ab1-b197-f442f2aa373c,66282
Severe acute respiratory syndrome coronavirus 2,genomic RNA,SARS-CoV-2/human/USA/WA-UW383/2020,,Homo sapiens,taxon:2697049,USA,2020-03-23,SARS-CoV-2/human/USA/WA-UW383/2020-MT263462.gb,MT263462.gb,MT263462,,,,,,,,20be0bdccda922c0bf1d55affa45dca4,MT263462.gb,dg.63D5/0a1e3fde-464a-46cc-b1e8-a6422e89aac5,62851
Severe acute respiratory syndrome coronavirus 2,genomic RNA,SARS-CoV-2/human/AUS/VIC1245/2020,,Homo sapiens,taxon:2697049,Australia,2020-04-09,SARS-CoV-2/human/AUS/VIC1245/2020-MT451823.gb,MT451823.gb,MT451823,,,,,,,,7123ac99b84e61670d9d6493f407b53a,MT451823.gb,dg.63D5/06b7fea4-7b4c-471b-b9ad-f41f418acdd7,67594
Severe acute respiratory syndrome coronavirus 2,genomic RNA,SARS-CoV-2/human/AUS/VIC1050/2020,,Homo sapiens,taxon:2697049,Australia,2020-04-03,SARS-CoV-2/human/AUS/VIC1050/2020-MT451720.gb,MT451720.gb,MT451720,,,,,,,,d673a38351f9cec3f28c228201bbcb6c,MT451720.gb,dg.63D5/e7aebcc7-f26d-4d9a-8587-91057ee55276,67270
Severe acute respiratory syndrome coronavirus 2,genomic RNA,SARS-CoV-2/human/USA/WA-UW-4180/2020,NP/OP swab,Homo sapiens,taxon:2697049,USA,2020-04-01,SARS-CoV-2/human/USA/WA-UW-4180/2020-MT358644.gb,MT358644.gb,MT358644,,,,,,,,6e49cf9f3f416224174e5bf56c507e48,MT358644.gb,dg.63D5/0c57ed55-8a11-4129-a026-fc7028c94938,64860
Severe acute respiratory syndrome coronavirus 2,genomic RNA,SARS-CoV-2/human/USA/MD-HP00079/2020,nasopharyngeal swab,Homo sapiens,taxon:2697049,USA,2020-03-17,SARS-CoV-2/human/USA/MD-HP00079/2020-MT509476.gb,MT509476.gb,MT509476,,,,,,,,866d21e41378f4336007459f6cf24676,MT509476.gb,dg.63D5/477f6b6f-b72b-4e53-873d-6f4c29763752,66638
